,ds,yhat,yhat_lower,yhat_upper,y,cutoff
264,2014-03-02 01:00:00,7.5082464559776545,5.93733070937848,9.057552088623298,8.492294436,2014-03-02 00:00:00
265,2014-03-02 02:00:00,7.002499442565799,5.533107941891457,8.561074330895995,8.16213489,2014-03-02 00:00:00
266,2014-03-02 03:00:00,6.730731728111741,5.210247243616201,8.177570264767892,7.931393269,2014-03-02 00:00:00
267,2014-03-02 04:00:00,6.70423249956739,5.174065843754086,8.238442343302673,7.777234912999998,2014-03-02 00:00:00
268,2014-03-02 05:00:00,6.87589880037193,5.297585929504987,8.273353445210743,7.7406481010000014,2014-03-02 00:00:00
269,2014-03-02 06:00:00,7.1714976730903395,5.7420871325410445,8.629340640834734,7.821444595999998,2014-03-02 00:00:00
270,2014-03-02 07:00:00,7.525983432086846,5.940089783365532,9.073916469506596,7.977157211,2014-03-02 00:00:00
271,2014-03-02 08:00:00,7.904720437959463,6.346075385090217,9.377464325160215,8.031766904000001,2014-03-02 00:00:00
272,2014-03-02 09:00:00,8.301486005584493,6.871595813615762,9.850494657575297,8.374245838999999,2014-03-02 00:00:00
273,2014-03-02 10:00:00,8.720168495512127,7.236708054270535,10.24335591211772,8.801022829,2014-03-02 00:00:00
274,2014-03-02 11:00:00,9.155158446349473,7.618874629421689,10.645615851279947,9.095078732,2014-03-02 00:00:00
275,2014-03-02 12:00:00,9.582912628778992,8.006307912490854,11.029314262070624,9.283377957999999,2014-03-02 00:00:00
276,2014-03-02 13:00:00,9.967929074072073,8.54016944904961,11.588815826943017,9.372883456,2014-03-02 00:00:00
277,2014-03-02 14:00:00,10.277401283525688,8.720722631995068,11.761961412729834,9.445081445,2014-03-02 00:00:00
278,2014-03-02 15:00:00,10.494877824866709,8.90852277933227,11.958635675548736,9.413502564,2014-03-02 00:00:00
279,2014-03-02 16:00:00,10.62485106950633,9.110222235829815,12.143878350302739,9.318575657,2014-03-02 00:00:00
280,2014-03-02 17:00:00,10.685269821322333,9.177588142686911,12.152117146896389,9.250749904000001,2014-03-02 00:00:00
281,2014-03-02 18:00:00,10.691221090801688,9.229810971391545,12.239260902020023,9.328905081,2014-03-02 00:00:00
282,2014-03-02 19:00:00,10.638450759590771,9.261936780012562,12.168385406875778,9.606352309,2014-03-02 00:00:00
283,2014-03-02 20:00:00,10.497524723264425,8.936618869571882,12.142723898210136,9.721454158,2014-03-02 00:00:00
284,2014-03-02 21:00:00,10.225766603700496,8.600086549828116,11.798865158130688,9.808991865,2014-03-02 00:00:00
285,2014-03-02 22:00:00,9.794559176996971,8.37156248755913,11.417254841449488,9.765166347000001,2014-03-02 00:00:00
286,2014-03-02 23:00:00,9.218633744229317,7.62773042255491,10.652899014217999,9.520949457,2014-03-02 00:00:00
287,2014-03-03 00:00:00,8.569142040880607,7.099241433556614,10.059818581480002,9.326005199999999,2014-03-02 00:00:00
288,2014-06-10 01:00:00,11.794122605803366,10.181070001231062,13.232285575923564,11.13333952,2014-06-10 00:00:00
289,2014-06-10 02:00:00,11.302656894846804,9.980439785205366,12.90152508486979,10.711105139999999,2014-06-10 00:00:00
290,2014-06-10 03:00:00,11.04184513403857,9.4465899747303,12.65763445633645,10.47761777,2014-06-10 00:00:00
291,2014-06-10 04:00:00,11.022241066483963,9.465249534261705,12.538034092854083,10.45052277,2014-06-10 00:00:00
292,2014-06-10 05:00:00,11.196226781212639,9.851092790128185,12.748225929924155,10.55495388,2014-06-10 00:00:00
293,2014-06-10 06:00:00,11.489953994983765,9.90242221082425,13.017566005777985,10.94209778,2014-06-10 00:00:00
294,2014-06-10 07:00:00,11.838895643015496,10.33530661929656,13.451636525352649,11.250233609999999,2014-06-10 00:00:00
295,2014-06-10 08:00:00,12.207851227700585,10.709138826074625,13.660544119829861,11.40984272,2014-06-10 00:00:00
296,2014-06-10 09:00:00,12.588922143880175,11.104015417170126,14.002748142378273,11.90209771,2014-06-10 00:00:00
297,2014-06-10 10:00:00,12.984787406603097,11.448822211564726,14.536750708282657,12.604265569999999,2014-06-10 00:00:00
298,2014-06-10 11:00:00,13.390844883884931,11.89768064207701,14.879067821000236,13.48341979,2014-06-10 00:00:00
299,2014-06-10 12:00:00,13.786784489330103,12.303333579555456,15.33028752110534,14.214672870000001,2014-06-10 00:00:00
300,2014-06-10 13:00:00,14.140458273553808,12.70655615219651,15.601568806178626,14.663023240000001,2014-06-10 00:00:00
301,2014-06-10 14:00:00,14.420068241698832,13.008767525843021,15.825803733461047,15.07459339,2014-06-10 00:00:00
302,2014-06-10 15:00:00,14.607314450720411,13.073003988645716,16.222419729484194,15.451900480000003,2014-06-10 00:00:00
303,2014-06-10 16:00:00,14.704049781104029,13.136448865213652,16.26606302663039,15.75099658,2014-06-10 00:00:00
304,2014-06-10 17:00:00,14.727640209432437,13.164716084074259,16.2402226307828,15.888080250000002,2014-06-10 00:00:00
305,2014-06-10 18:00:00,14.695661124342042,13.243917101302536,16.259531793920715,15.783301849999999,2014-06-10 00:00:00
306,2014-06-10 19:00:00,14.607613223905417,12.961618744348426,16.166399660380787,15.312877140000001,2014-06-10 00:00:00
307,2014-06-10 20:00:00,14.436053721475403,12.88591344907838,15.80273401505366,14.66052156,2014-06-10 00:00:00
308,2014-06-10 21:00:00,14.136981316936817,12.705187628603532,15.743869813032953,14.14465244,2014-06-10 00:00:00
