,horizon,mse,rmse,mae,mape,coverage
68,0 days 21:00:00.000000000,1.6279576438781833,1.2759144343874254,1.0651964755663537,0.08256542538668024,0.7580645161290323
44,0 days 21:00:00.000000000,1.6366805689855293,1.2793281709497095,1.068830164448059,0.08307775792568663,0.7580645161290323
572,0 days 21:00:00.000000000,1.5505632914974417,1.2452161625587108,1.0406863823636283,0.08146822377531748,0.7741935483870968
332,0 days 21:00:00.000000000,1.5405523817482698,1.2411899055939304,1.0348847685847373,0.08063588588474992,0.7741935483870968
164,0 days 21:00:00.000000000,1.535862260341701,1.2392991004360896,1.0320909209282336,0.08032433269324789,0.7741935483870968
428,0 days 21:00:00.000000000,1.4864527080736836,1.219201668336163,1.0155027415240354,0.07978402843362978,0.7903225806451613
548,0 days 21:00:00.000000000,1.4921624666032434,1.221541021252763,1.0225967118501182,0.08038205363599486,0.7903225806451613
188,0 days 21:00:00.000000000,1.4980536034455645,1.2239500003862758,1.0308784180070658,0.08133236472117951,0.7903225806451613
452,0 days 21:00:00.000000000,1.491801566766447,1.2213932891441834,1.0242393015268128,0.0806365619362143,0.7903225806451613
20,0 days 21:00:00.000000000,1.4632924334198214,1.2096662487727023,1.0070005298493796,0.07943521868181362,0.7903225806451613
404,0 days 21:00:00.000000000,1.4405653304946562,1.2002355312582011,1.001309074331758,0.07900867187326799,0.7903225806451613
140,0 days 21:00:00.000000000,1.4738627612855069,1.2140274960994528,1.0147022172034845,0.07990254224712245,0.7741935483870968
524,0 days 21:00:00.000000000,1.4829629457142401,1.2177696603685937,1.0196861346689803,0.08048733099180198,0.7741935483870968
212,0 days 21:00:00.000000000,1.4798710810404128,1.2164995195397377,1.0181140487778455,0.08020432487682874,0.7741935483870968
380,0 days 21:00:00.000000000,1.461032513931145,1.2087317791516632,1.0084684158088855,0.07906265081930332,0.7741935483870968
116,0 days 21:00:00.000000000,1.467546615958708,1.2114233842710433,1.0113683271152996,0.0793392377527482,0.7741935483870968
236,0 days 21:00:00.000000000,1.376351572945434,1.1731801110423898,0.9883607689726216,0.07758550192708397,0.7903225806451613
356,0 days 21:00:00.000000000,1.3761556720486487,1.1730966166725778,0.9880563763895802,0.07777705037196025,0.7903225806451613
500,0 days 21:00:00.000000000,1.4382829033193745,1.1992843296397124,1.0081790033337452,0.07925423859346484,0.7741935483870968
92,0 days 21:00:00.000000000,1.4043651277470546,1.1850591241567041,0.9894804001540705,0.07843230986236759,0.7741935483870968
260,0 days 21:00:00.000000000,1.377834231066418,1.173811838015965,0.9748897542422257,0.0770797113421763,0.7741935483870968
476,0 days 21:00:00.000000000,1.416861875260666,1.1903200726110041,0.9979724672322237,0.07868204324245313,0.7580645161290323
621,0 days 22:00:00.000000000,1.4209710154450275,1.1920448881837578,1.0011941321519235,0.07901316507388592,0.7580645161290323
573,0 days 22:00:00.000000000,1.4163087453092968,1.1900877048811558,0.9979400461253491,0.07825340712886333,0.7580645161290323
21,0 days 22:00:00.000000000,1.416595777820936,1.1902082917796095,0.9982084350535769,0.0784177949370748,0.7580645161290323
45,0 days 22:00:00.000000000,1.4332193382675458,1.1971713905149697,1.0067710558713443,0.0792496465097905,0.7580645161290323
597,0 days 22:00:00.000000000,1.4448313833105835,1.2020113906742247,1.0186111500980146,0.07999590474044134,0.7580645161290323
141,0 days 22:00:00.000000000,1.4059675381305616,1.1857350202007875,1.0073618134407278,0.07910074845275124,0.7741935483870968
189,0 days 22:00:00.000000000,1.2917225456668429,1.1365397246321145,0.9707257268107898,0.07746311591700916,0.7903225806451613
381,0 days 22:00:00.000000000,1.252523251721122,1.1191618523346487,0.9540099124255922,0.07670096647663031,0.8064516129032258
237,0 days 22:00:00.000000000,1.2496771680758068,1.1178896046013698,0.9531306619326793,0.07597107239249616,0.8064516129032258
429,0 days 22:00:00.000000000,1.1925543367166567,1.092041362182155,0.9361162348622314,0.07514674688535022,0.8225806451612904
165,0 days 22:00:00.000000000,1.1321076895414512,1.0640054931913892,0.9153817622623962,0.07449215041535447,0.8387096774193549
357,0 days 22:00:00.000000000,1.1079062149170265,1.0525712398298874,0.8962712041903265,0.07255760112350938,0.8387096774193549
453,0 days 22:00:00.000000000,1.0951205985835357,1.0464800994684684,0.8845230117217471,0.07197265436133755,0.8387096774193549
261,0 days 22:00:00.000000000,1.0919304982325644,1.0449547828650598,0.8799583008705765,0.07166007347195381,0.8387096774193549
213,0 days 22:00:00.000000000,1.0905315129061746,1.044285168383701,0.8791101873391461,0.07166936390341554,0.8387096774193549
477,0 days 22:00:00.000000000,1.1180957440421642,1.0574004653120614,0.8907521503279481,0.07234047516776675,0.8225806451612904
405,0 days 22:00:00.000000000,1.1412178913541586,1.068278002841095,0.8988562197146817,0.07280465801741282,0.8064516129032258
117,0 days 22:00:00.000000000,1.1571051059628399,1.0756882010893491,0.906540427742795,0.07362052658820772,0.8064516129032258
501,0 days 22:00:00.000000000,1.2210211302288174,1.1049982489709282,0.934279912625662,0.07564716121184241,0.7903225806451613
285,0 days 22:00:00.000000000,1.1838911457101962,1.0880676200081483,0.9102775637491682,0.07399731791806088,0.7903225806451613
549,0 days 22:00:00.000000000,1.1735069715710162,1.0832852678639253,0.9040319593376993,0.07361833265338145,0.7903225806451613
93,0 days 22:00:00.000000000,1.1419681043623549,1.0686290770713451,0.8822360618906685,0.07199663773379603,0.8064516129032258
525,0 days 22:00:00.000000000,1.1462485859802973,1.0706299949003377,0.8850927517745889,0.07237926078137434,0.8064516129032258
333,0 days 22:00:00.000000000,1.140472916579632,1.0679292657192385,0.8811525530934267,0.07225017817520789,0.8064516129032258
69,0 days 22:00:00.000000000,1.1588926917837534,1.0765187837579766,0.8904915045544815,0.07251368331483843,0.8064516129032258
309,0 days 22:00:00.000000000,1.154220921053065,1.0743467415378822,0.8819914868724065,0.07163721461983351,0.8064516129032258
334,0 days 23:00:00.000000000,1.1541950326112465,1.0743346930129578,0.8819747965647902,0.07140803656337773,0.8064516129032258
214,0 days 23:00:00.000000000,1.1619097084895866,1.0779191567504431,0.8870817552550461,0.07200420291218096,0.8064516129032258
382,0 days 23:00:00.000000000,1.0943554803101774,1.0461144680722934,0.859453645894437,0.06970498846892816,0.8225806451612904
358,0 days 23:00:00.000000000,1.046521733540909,1.0229964484498022,0.8374475984335158,0.06854670532757494,0.8387096774193549
238,0 days 23:00:00.000000000,1.1034338529931897,1.05044459777429,0.8649713123014424,0.07063573958292751,0.8225806451612904
622,0 days 23:00:00.000000000,1.0138818485985805,1.0069170018420488,0.841139595637674,0.06911621685927587,0.8387096774193549
262,0 days 23:00:00.000000000,0.9781646220636437,0.9890220533757798,0.8178771170176539,0.06682802088288729,0.8387096774193549
310,0 days 23:00:00.000000000,0.979647989016877,0.989771685297613,0.8197511930997657,0.06689056012249403,0.8387096774193549
46,0 days 23:00:00.000000000,1.0207169410443822,1.0103053701947655,0.8430790452687655,0.06888743493863447,0.8225806451612904
574,0 days 23:00:00.000000000,1.020684344003292,1.0102892377944506,0.843005692579212,0.06888230272511739,0.8225806451612904
190,0 days 23:00:00.000000000,1.0038748753910651,1.0019355644905839,0.8296414581100712,0.06817972755061602,0.8225806451612904
70,0 days 23:00:00.000000000,1.0127889033186244,1.006374136849027,0.8415089751481538,0.0691012133560544,0.8225806451612904
526,0 days 23:00:00.000000000,1.0146840400554515,1.007315263487778,0.8434229050497639,0.06949343504619536,0.8225806451612904
94,0 days 23:00:00.000000000,1.0124706509226482,1.0062160060954348,0.8397809571407882,0.06915083315547382,0.8225806451612904
502,0 days 23:00:00.000000000,1.0418147364786834,1.0206932626791867,0.847270063814337,0.07009512501532787,0.8225806451612904
118,0 days 23:00:00.000000000,1.0342265523465335,1.0169692976420348,0.8441504938045707,0.07018317753075935,0.8225806451612904
478,0 days 23:00:00.000000000,1.0539871865660353,1.026638780957565,0.8543106302727118,0.07114762702385159,0.8225806451612904
406,0 days 23:00:00.000000000,1.0688144264251216,1.0338348158313888,0.8622819934337331,0.07156888712787814,0.8225806451612904
142,0 days 23:00:00.000000000,1.0870762804703233,1.0426295029732868,0.8711634980156283,0.07231274714357429,0.8225806451612904
286,0 days 23:00:00.000000000,1.0732156379930982,1.0359612145216144,0.8603126793270033,0.07158094407927057,0.8225806451612904
166,0 days 23:00:00.000000000,1.0827838330299366,1.040568994843656,0.866246160757005,0.07246995634143204,0.8225806451612904
430,0 days 23:00:00.000000000,1.1030025456226824,1.0502392801750857,0.8769519894183212,0.07312751352540349,0.8225806451612904
550,0 days 23:00:00.000000000,1.108003121207411,1.0526172719499767,0.882623478404696,0.07363079736560459,0.8225806451612904
22,0 days 23:00:00.000000000,1.1173324489531107,1.0570394736967539,0.8910485435048996,0.07464328316214998,0.8225806451612904
454,0 days 23:00:00.000000000,1.0643369147791484,1.0316670561664496,0.8643546345079764,0.07316420654851094,0.8387096774193549
598,0 days 23:00:00.000000000,1.0274840267682304,1.0136488675908588,0.8486065295891048,0.07171726488732658,0.8548387096774194
599,1 days 00:00:00.000000000,1.0142262432223472,1.007088001726933,0.8404774612875705,0.07065512189190291,0.8548387096774194
311,1 days 00:00:00.000000000,1.0139567317659945,1.0069541855347712,0.8403325841427175,0.0705075371965675,0.8548387096774194
551,1 days 00:00:00.000000000,1.0121883309257962,1.0060757083469396,0.8389386189181265,0.07053920082603843,0.8548387096774194
23,1 days 00:00:00.000000000,1.0062969164899593,1.0031435173941758,0.8363373540996085,0.07093573250231562,0.8548387096774194
47,1 days 00:00:00.000000000,1.0415392069906342,1.0205582820156005,0.8472939410223075,0.07245794749778775,0.8387096774193549
71,1 days 00:00:00.000000000,1.0408275200535235,1.0202095471291786,0.8459845500252897,0.07226281081859688,0.8387096774193549
95,1 days 00:00:00.000000000,0.966875681191172,0.9832983683456268,0.81644924352558,0.07036127378788022,0.8548387096774194
119,1 days 00:00:00.000000000,0.9786414569873797,0.9892630878524579,0.8259227604296777,0.07133383427498075,0.8548387096774194
143,1 days 00:00:00.000000000,1.0044746345946156,1.0022348200868973,0.8402556590936588,0.07269084929543494,0.8548387096774194
167,1 days 00:00:00.000000000,0.98568383509344,0.9928161134336208,0.8332665320384705,0.07308431271527245,0.8709677419354839
191,1 days 00:00:00.000000000,0.976921470800518,0.9883933785697464,0.8218251756369803,0.07212983508756589,0.8709677419354839
215,1 days 00:00:00.000000000,0.9894216952609128,0.9946967855889114,0.829223210651884,0.0735341099324654,0.8709677419354839
239,1 days 00:00:00.000000000,1.0633807638534065,1.031203551125289,0.8560958411084606,0.07561296443981887,0.8548387096774194
263,1 days 00:00:00.000000000,1.0405569074050434,1.0200769124948585,0.8415793385805893,0.07464273222130108,0.8548387096774194
287,1 days 00:00:00.000000000,1.0379389327917448,1.0187928802223467,0.8399575743360841,0.07499123365408958,0.8548387096774194
335,1 days 00:00:00.000000000,1.0217569013625691,1.0108199153966888,0.8330004558955524,0.07448075102921406,0.8548387096774194
359,1 days 00:00:00.000000000,1.0278272606700456,1.0138181595680982,0.8381936248293392,0.07503747543816415,0.8548387096774194
383,1 days 00:00:00.000000000,1.0211268308453236,1.0105082042444404,0.829459149022354,0.07431032243661398,0.8548387096774194
407,1 days 00:00:00.000000000,0.9888879212412484,0.9944284394772951,0.8155713707727764,0.07327635878720853,0.8709677419354839
431,1 days 00:00:00.000000000,0.9977456172389283,0.9988721726221671,0.8190858798106726,0.07374475818071992,0.8709677419354839
455,1 days 00:00:00.000000000,0.9870947925722252,0.9935264428147975,0.80691841614409,0.07254438270528335,0.8709677419354839
479,1 days 00:00:00.000000000,1.0051311594649226,1.0025622970493766,0.8233295792090413,0.07390964821613893,0.8709677419354839
503,1 days 00:00:00.000000000,1.0938390796161896,1.0458676205028004,0.8583637821713028,0.07684386278897934,0.8548387096774194
527,1 days 00:00:00.000000000,1.0939710821502715,1.0459307253113237,0.8586674614343426,0.07692132274052833,0.8548387096774194
575,1 days 00:00:00.000000000,1.0844982640451197,1.0413924639851777,0.8494041672723017,0.07590990195739258,0.8548387096774194
623,1 days 00:00:00.000000000,1.0908364232842074,1.0444311481779005,0.8513775567370313,0.07643684587203733,0.8548387096774194
